One Hot Encode,Symptom Description
46,"My body feels like it's on fire from the inside out. I can't stop scratching, and every time I look in the mirror, I'm startled by how yellow my skin has become.  I've lost a lot of weight, and even the slightest movement leaves me exhausted. My stomach aches constantly, and everything I eat makes me vomit. My urine is dark, almost like tea, and the fever just won't break. I feel like I'm trapped in my own body, and I'm terrified of what's happening."
46,"My body feels like it's betraying me.  I can't stop scratching, I'm constantly nauseous, and every bone in my body aches with exhaustion.  On top of that, I've been running a high fever, my skin has a distinct yellow tinge, and my urine is almost black.  I've lost a concerning amount of weight and my stomach is in constant pain.  Something is seriously wrong, and I'm scared."
46,"My body feels like it's betraying me. I'm constantly battling an overwhelming itch, and my stomach feels like it's on fire. I haven't been able to keep anything down, and I'm so exhausted I can barely move.  My skin has taken on an alarming yellow hue, and my urine is almost black.  On top of it all, I've lost a significant amount of weight and my fever seems to be climbing higher with each passing hour."
46,"I've been feeling incredibly exhausted, and my skin has taken on an alarmingly yellow hue. My urine has also been dark, and I've been experiencing persistent itching, nausea, and abdominal pain. On top of that, I've lost weight and have a high fever."
46,"My body feels like it's betraying me.  I'm constantly battling an intense itch that feels like it's crawling under my skin.  My stomach has been a mess, with nausea and vomiting that just won't stop.  On top of that, I'm exhausted beyond belief, and I've lost a noticeable amount of weight. To top it off, I've developed a fever that feels like it's burning me from the inside out.  My urine is dark, almost like cola, and my skin has taken on a yellowish tint. My whole body just feels off, like a machine that's malfunctioning."
46,"""My body feels like it's on fire.  I'm constantly scratching, my stomach is churning, and I'm so tired I can barely move.  I've lost a ton of weight, and my skin has turned a sickly yellow.  My urine is almost black, and even my eyes seem to be getting yellower.  I can't remember the last time I felt good."""
46,"My body feels like it's on fire from the inside out. The itching is unbearable, and I've been throwing up constantly. My urine is dark, almost like tea, and my skin has taken on a yellowish tint. I've lost a significant amount of weight, and even the slightest movement leaves me feeling exhausted.  The fever is relentless, and the pain in my stomach feels like a constant knot."
46,"My body feels like it's rebelling. I'm constantly itchy, nauseous, and so incredibly tired.  I've lost a noticeable amount of weight, and my fever is high.  It's like my skin is screaming, because it's turned a sickly yellow, and even my urine is dark.  To top it all off, my stomach is in constant pain.  I just feel completely worn out, and I'm worried about what's going on."
46,"My body feels like it's betraying me. I'm constantly exhausted, and even the simplest tasks feel like climbing a mountain.  My stomach has been in constant rebellion, with nausea and vomiting becoming an unwelcome routine. I've lost a noticeable amount of weight, despite my appetite being nonexistent. My skin has taken on a disturbing yellow hue, and my urine is a dark, unsettling color.  And to top it all off, my skin is itching relentlessly, like a thousand tiny bugs are crawling beneath my skin. I can't seem to get comfortable, no matter how hard I try. This isn't normal; something is seriously wrong."
46,"My body feels like it's betraying me. I'm constantly exhausted, even after sleeping for hours. My skin has taken on a sickly yellow hue, and my urine is a dark, almost brown color. The slightest touch makes me itch intensely, and my stomach feels like it's constantly churning. I've been throwing up frequently and have lost a significant amount of weight. My fever is high, and I just feel completely unwell."
46,"""I've been feeling incredibly weak and tired, and my skin has taken on a yellowish tint. My urine is dark, and I've noticed my stomach is a bit more sensitive than usual. I've also been experiencing intense itching and occasional vomiting. I've lost some weight and have a high fever. It all started about a week ago, and it's getting worse."""
46,"I've been feeling off for a while now, with a persistent itch that just won't quit.  I've been throwing up more than usual and have lost a significant amount of weight. My energy levels are shot, and even a small amount of activity leaves me completely exhausted.  My skin has taken on a yellowish tint, and my urine has become dark, almost the color of tea.  On top of all this, I have a persistent fever and a dull ache in my stomach."
